article_content,labels
date publication april least civilians killed syrian regime airstrikes outskirts damascus monday syrian observatory human rights said tags syria damascus douma regime rebels civilians bashar al assad airstrikes syrian regime airstrikes rebel held region near damascus killed least civilians monday syrian observatory human rights said highest toll douma largest town eastern ghouta region raids killed civilians including least one child wounded said five civilians killed town sabqa one town harasta also eastern ghouta observatory said eastern ghouta region adjacent capitals eastern neighbourhood jobar divided regime rebel control last month armed opposition launched surprise assault regime forces jobar repelled week fighting eastern ghouta devastating government siege since trapped civilains targeted regularly airstrikes artillery last remaining opposition stronghold near damascus string local reconciliation deals seen villages towns brought back control president bashar al assads government world health organization last week demanded immediate humanitarian access area saying residents desperate need medical attention time running people east ghouta health needs increase available resources depleted day day main goal provide access lifesaving care thousands vulnerable men women children immediately said elizabeth hoff representative syria public hospitals public health care centres east ghouta nonfunctioning inaccessible population said statement regime fighting push rebels five neighbourhoods damascus rebels control almost qabun tishreen northeast well half jobar east also present barzeh north tadamun south neighbourhoods covered truce regime syrian conflict began baath regime power since led president bashar al assad responded military force peaceful protests demanding democratic reforms arab spring wave uprisings triggering armed rebellion fueled mass defections syrian army according independent monitors hundreds thousands civilians killed war mostly regime powerful allies millions displaced inside outside syria brutal tactics pursued mainly regime included use chemical weapons sieges mass executions torture civilians led war crimes investigations read also,0
date publication april least people killed near syrian capital tuesday including six children hours suspected chemical gas attack left dozens dead khan sheikhun tags syria damascus rebels douma ghouta airstrikes least civilians killed heavy aerial bombardment several opposition held towns east syrian capital tuesday monitoring group said six children among dead eastern ghouta largest rebel bastion near damascus syrian observatory human rights confirmed series airstrikes throughout day death toll may still rise britain based group added civilians died jisreen kafr batna largest towns eastern ghouta douma half dozen wounded children seen sitting floor makeshift clinic caked dust blood awaited treatment afp photographer douma reported fourteen victims died airstrikes area opposition held towns hammuriyah saqba another afp photographer saqba reportedly saw residents scrambling rubble clouds dust tossing debris aside searched signs life observatory said tuesdays bombardment brought number killed eastern ghouta two days attacks fierce artillery shelling airstrikes since yesterday people total wounded observatory chief rami abdel rahman said eastern ghouta devastating government siege since targeted regularly air strikes artillery last remaining opposition stronghold near damascus string local reconciliation deals seen villages towns brought back control president bashar al assads government hundreds people killed eastern ghouta chemical weapons strikes allegedly carried government troops august tuesday least people killed suspected chemical attack northwestern syrian town khan sheikhun according observatory dozens suffered respiratory problems symptoms including vomiting fainting foaming mouth monitor doctors scene said people killed millions displaced since syrias war started brutal repression anti government protests,0
date publication april salvo us cruise missiles severely damaged syrian regime airbase used launchpad devastating chemical attack opposition village idlib tags shayrat cruise missiles us homs idlib khan sheikhun fifty nine us cruise missiles struck syrian regime airbase homs province early friday morning appears caused severe damage infamous military site shayrat airfield allegedly launch pad devastating chemical attack idlib village left hundred civilians dead including scores women children potent symbol regime oppression airfield used countless air raids civilian targets second largest airbase syria appears inoperable sustaining severe damage tomahawk cruise missiles launched two us destroyers aircraft located damaged say completely destroyed regime tv reported state news agency sana said six people killed attack pro regime media reported regime fighter planes destroyed syrian observatory human rights said sukhoi sukhoi mig based click enlarge russia given prior warning us likely prevented killing large numbers air ground crew appears caught missiles dozens regime personnel reported killed injured attack damage air defences housing officers fuel depot according observatory although appears airfield longer used bombings regime planes regime still many options russia still maintains huge hmeimem airbase latakia brief lull regime bombing still provide relief civilians idlib read also,1
date publication april airstrike russian warplanes saturday killed people including five children two women rebel stronghold urom al joz syrias idlib province tags syria idlib airstrike russian human rights homs bombing islamic state least civilians including five children two women killed airstrike syrias northwestern province idlib saturday syrian observatory human rights reported earlier death toll strike rebel stronghold urum al joz reported people killed three died sustaining serious injuries names killed listed ariha today activist group said death toll likely rise many wounded remain critical conditions britain based observatory said strike likely carried russian war jets operate support syrian regime observatory relies network sources inside syria information says determines whose planes carry raids according type location flight patterns munitions used idlib province controlled rebel alliance includes former al qaeda affiliate jabhat fateh al sham regularly targeted syrian regime russian ally earlier week suspected chemical attack hit town khan sheikhun idlib killing least civilians including children much international community accused bashar al assads regime responsibility attack though damascus involved responsibility khan sheikhun strike prompted washington take first direct military action assads regime missile strikes central air base friday morning return moscow announced would ramp air defences syria attempt show tough line us actions bus bombing homs province also saturday syrian state tv reported bomb exploded aboard bus carrying workers near central city homs killing woman wounding gave details explosion governor homs province talal barrazi told ap bomb placed inside bus transports workers private factory observatory confirmed woman killed blast saying also wounded people immediate claim responsibility attack jabhat fateh al sham islamic state group carried similar attacks past people killed syria since conflict began march anti government demonstrations read also,1
date publication april british scientists concluded sarin sarin like substance used chemical attack syria ambassador united nations said wednesday tags syria russia chemical attack british scientists said sarin sarin like substance used suspected chemical attack syria british ambassador united nations said wednesday samples obtained khan sheikhun attack took place tested positive nerve agent sarin sarin like substance ambassador matthew rycroft told un security council pinning blame regime bashar al assad united kingdom therefore shares us assessment highly likely regime responsible sarin attack khan sheikhun th april ambassador matthew rycroft told un security council tuesday similar results confirmed turkish health officials said post mortem tests victims suspected attack concluded deadly sarin nerve agent used results came analysis blood urine samples casualties attack idlib province brought turkey treatment three died hospital least people including children died suspected attack west blames syria president bashar al assads forces however russias deputy ambassador vladimir safronkov cast doubt british findings saying amazed conclusion one yet visited site asserted know russia key ally syrias bashar al assad called thorough investigation organisation prohibition chemical weapons opcw allegations chemical weapons use khan sheikhun wednesday moscow vetoed draft un resolution demanding syrian government cooperate investigation attack describing measure unacceptable,1
date publication october fresh fighting shook aleppo saturday rebels battled break siege city syrian regime fresh fighting shook aleppo saturday rebels battled break siege city syrian regime accused washington using starvation weapon war opposition fighters unleashed barrage rockets government held western side divided city friday announced major offensive aimed reopening vital supply lines days open way besieged brothers rebel commander abu mustafa told afp rebel fire killed least civilians including two children according syrian observatory human rights fighting continues western outskirts aleppo rebels making advances british based monitoring group network sources ground said saturday fighters provinces aleppo idlib west attacking government controlled districts city along front stretching kilometres nine miles said observatory reported russian air raids aleppos western front lines said halt moscows aerial bombing rebel held east city holding afp correspondent visited dahiyet al assad rebels seized ground friday saw deserted streets extensive damage buildings airstrikes artillery fire hit area fierce fighting shelling car bombs killed least regime forces allied fighters friday according observatory unable provide toll rebels people live government siege eastern half aleppo army began operation retake several weeks ago syrias second city aleppo devastated heaviest fighting five year civil war began anti government protests since killed people much bustling economic hub reduced rubble air artillery bombardment including barrel bombs crude unguided explosive devices cause indiscriminate damage,1
date publication october state media says rebel forces hit school government controlled west aleppo day dozens children killed airstrikes school idlib tags aleppo idlib syria education children least six children killed injured rebel rocket attacks government held west aleppo city thursday day deadly airstrikes school complex idlib left people including children dead rocket fire aleppo hit two neighbourhoods west city one attacks striking school three children killed students injured terrorist rocket attack national school shahba neighbourhood aleppo state news agency sana reported added attack also damaged school second rocket attack hit house hamdaniyeh neighbourhood killing three brothers injuring fourth sana said two neighbourhoods west city roughly divided since mid rebels seized eastern half syrian rebels regularly target west aleppo airstrikes civilian deaths result strikes uncommon recently october syrian state media reported four people killed rebel shelling school sulemaniyeh district west aleppo since late september syrian regime forces backed russia embarked intense aerial ground campaign aimed recapturing east aleppo hundreds people killed attacks also targeted hospitals water infrastructures area according save children schools syria damaged destroyed militarised used detention centres converted shelters internally displaced near six years conflict september humanitarian organisation reported half attacks schools worldwide occurred syria wednesday un childrens agency unicef said children killed along six teachers airstrikes school rebel held idlib province strikes carried either russian syrian warplanes according syrian observatory human rights hit village hass moscow denied involvement raids british based observatory network sources syria gave toll dead among children four teachers incident prompted outrage unicef director anthony lake tragedy outrage deliberate war crime said adding school complex hit repeatedly read also stop draining blood syrians un official pleads outside damascus meanwhile least eight people killed thursday government shelling douma rebel held eastern ghouta region observatory said douma regularly targeted government fire recent months regime forces waged offensive area also siege since people killed syria since conflict began march anti government protests read also,0
date publication october airstrikes targeting school complex town hass idlib province around noon wednesday may deadliest attack school since syrias conflict began un childrens agency unicef said thursday airstrikes targeting school syrias rebel held northern idlib province early wednesday may deadliest attack school since syrias conflict began nearly six years ago first responders syrian civil defence syrian observatory human rights reported people killed attack struck school complex village hass around midday wednesday children gathered outside preparing return home among dead children unicef executive director anthony lake called airstrikes outrage tantamount war crime syrian civil defence white helmets said attack constituted double tap occurs warplane carries initial bombing raid target waits either signs survivors rescue workers arrive executing second consequent attacks one rocket hit entrance school students leaving go home school administration decided end classes day raids said local activist speaking afp condition anonymity idlib province controlled army conquest alliance rebel groups extremists including fateh al sham front changed name al nusra front breaking ties al qaeda earlier year last week syrian russian airstrikes aleppo temporarily calmed amid russian proposed humanitarian pause city airstrikes rebel positions increased idlib syrian regime seeks stymie opposition gains province seven days airstrikes across northwestern province left civilians dead another wounded according syrian observatory human rights click enlarge read also,0
date publication october warplanes either russia syrian carried six strikes village hass including school complex monitor said airstrikes syrias rebel held idlib province hit school surrounding area wednesday killing least civilians including many children monitor activists said syrian observatory human rights said warplanes either russia syrian carried six strikes village hass including school complex britain based observatory monitors syrias five year conflict said least children among civilians killed complex schools targeted many airstrikes including double tap initial reports killed many injured white helmets civil defence group released pictures four rescue workers clambering mound rubble search survivors said double tap strike school raids hit hass around gmt activist opposition idlib media centre told afp one rocket hit entrance school students leaving go home school administration decided end classes day raids activist said speaking condition anonymity activists province circulated photograph social media childs arm seared elbow still clutching strap dusty black rucksack shaky video footage depicted rescue workers sprinting towards site raids pulling frail elderly man collapsed building authenticity pictures footage could independently verified syrian government forces russian ally criticised rights groups indiscriminate attacks civilian infrastructure intentional attack leading opposition group condemned raids istanbul based national coalition said russian regime warplanes targeted children schools deliberately intentionally hitting civilians high explosive material idlib province controlled army conquest alliance rebel groups extremists including fateh al sham front changed name al nusra front breaking ties al qaeda earlier year syrian russian warplanes regularly bomb idlib airstrikes intensified recent weeks according observatory seven days airstrikes across northwestern province left civilians dead another wounded said syrias conflict erupted march protests calling ouster president bashar al assad since evolved multi front war pitting extremists rebels government forces kurdish militia people killed millions forced flee homes read also,0
date publication october syrian regime forces allegedly dropped six barrel bombs containing chlorine village near hama tuesday france britain called un sanctions regime tags syria chlorine chemical weapons hama abu shadi al hamwi al latamineh woman child killed twenty civilians including children treated asphyxiation tuesday evening following believed chlorine gas attack carried syrian regime near hama youtube footage first hand eyewitness accounts report six barrel bombs allegedly filled chlorine dropped russian made helicopter village al latamineh northwest hama regime helicopter dropped six barrels containing poisonous chlorine gas city al latamineh abu shadi al hamwi local media activist told new arab one woman one children killed rocket attack regime forces al latamineh dozens others wounded chlorine attack injured five civilians one family including children suffered shortness breath vomiting nausea youtube footage showing three barrel bombs dropped russian made helicopter also uploaded independent media group syrian centre events syrian time tuesday,0
date publication october least civilians three children killed waves air raids syrian regime war planes opposition held idlib province tags syria idlib regime airstrikes kafr takharim khan sheikhun sixteen civilians including three children killed monday following heavy bombardments rebel held town northern syria monitoring group said khan sheikhun idlib province suffered series air strikes killed seven people including two women child syrian observatory human rights said clear whether attacks carried either syrian russian war planes another seven people including four women two children killed raids kafr takharim north province raids hit three residential buildings local government building stadium shortly midnight afps correspondent town said morning rescue workers still trying pull bodies rubble sisters house standing right daughter dead along another family abu mohammad told afp military base military positions outside town devastated man said another man woman killed rocket fire nearby town kafr awid idlib province controlled jaish al fatah alliance rebel groups militants including fateh al sham front changed name al nusra front breaking ties al qaeda according syrian observatory heavy bombardment battered northwest province recent days since thursday bombing killed civilians including women nine children one rescue worker syrias conflict broke march anti government protests since evolved war pitting rebels regime forces kurds militants,1
date publication october russia accused belgium killing civilians aleppo partaking coalition strikes tags belgium syria coalition air raids strikes aleppo russia accused belgium member us led coalition fighting militants syria killing six civilians airstrikes aleppo region claim swiftly denied brussels six people killed four people injured various degrees result bombing destroyed two homes village hassajik aleppo region early tuesday russian defence ministry said statement two belgiums f identified time region said late tuesday russian syrian air force planes region belgian defence ministry spokeswoman laurence mortier denied countrys air force active area time moscow announced tuesday russian syrian air forces stopped bombing aleppo pave way eight hour truce thursday russian foreign ministry spokeswoman maria zakharova took jab united states wednesday calling state department release statements strongly condemning strikes civilian targets murder civilians think photographs dead difficult find launch appropriate campaign cnn wrote facebook brutal government offensive rebel held eastern aleppo destroyed hospitals civilian infrastructure plunged syria worst violence five year war claimed lives west accused russia potential war crimes bombing campaign aleppo support regime offensive us state department voiced scepticism regarding moscows planned truce welcoming halt bombardments president vladimir putin set face western pressure conflicts syria ukraine international talks berlin wednesday russia comes increasing criticism support damascus russian airstrikes killed thousands civilians since moscow intervened september us led coalition strikes also claimed hundreds civilian lives parts syria according report syrian network human rights published wednesday coalition strikes targeting mainly held areas eastern northern syria killed civilians since september read also,1
date publication october least people killed aleppo last hours according monitors high level diplomatic talks weekend failing curb bloodshed tags aleppo syria united states russia least civilians killed airstrikes rebel held east aleppo district marjeh monday bringing number killed hours bombardment battleground city syrian observatory human rights reported five dead children sunday zouhir al shimale new arabs correspondent east aleppo reported people killed following attack market ferdous neighbourhood east aleppo two buildings collapsed said al shimale public market used completely destroyed airstrikes rebel held east aleppo intensified since us russian brokered ceasefire collapsed september resulting fresh regime assault city global outrage humanitarian situation rebel held aleppo residents face regime enforced siege lead united states state reconsider prospect military intervention syria aftermath airstrike ferdous neighbourhood east aleppo sunday zouhir al shimale speaking sunday us secretary state john kerry said us discussing every mechanism available us havent seen big appetite anyone europe go war kerry also met british foreign secretary boris johnson london stating us considering new sanctions syrian regime saturday meeting kerry russian foreign minister sergei lavrov lasted four hours ended without clear progress speaking talks kerry said intention find something works military action,0
date publication october least people killed car bomb blast thursday opposition checkpoint azaz aleppo province close border turkey local sources said tags syria aleppo azaz rebels car bomb islamic state least people killed car bomb blast opposition checkpoint northern syrian province aleppo thursday local sources said blast hit near town azaz close border turkey local activist mohammad al halabi told new arab adding rebels manning checkpoint civilians waiting get killed syrian observatory human rights said least dead rebels attack also injured dozens monitor said toll could rise number people serious wounds checkpoint run shamiya front rebel group active aleppo province road bab al salama crossing blast caused huge devastation injured taken across border nearby turkish hospitals mohammad al halabi added group claimed responsibility attack al halabi believes bares hallmarks islamic state group regularly targeted rebel factions bomb attacks including october attack border crossing neighbouring idlib province killed rebels people killed syria since conflict began anti government protests march,1
date publication october civilians rebel held east aleppo continue face relentless bombardment elsewhere purported deal reached see rebels evacuated idlib damascus suburb qudsaya dozen airstrikes carried overnight rebel held districts east aleppo amid ongoing bombardment area syrian regime russian warplanes syrian civil defence white helmets reported thursday people killed injured airstrikes defence teams still looking rubble survivors relentless bombardment according halab today tv station cluster munitions deployed east aleppo syrian observatory human rights also said clashes taken place pro regime forces rebels aleppos northern suburbs civilians killed east aleppo since us russian brokered ceasefire collapsed september according uk based monitor international meeting headed us russia set take place lausanne saturday aimed curbing deadly violence syria particular focus aleppo life rebel held districts city described merciless abyss humanitarian catastrophe elsewhere syria observatory reported government bombardment rebel positions daraa hama idlib homs provinces another evacuation deal damascus meanwhile damascus reports emerged deal reached syrian regime rebel fighters suburb qudsaya see rebels families leave area transferred north western province idlib rebels set hand light weapons regime authorities thursday transported away area friday manner similar deals taken place previously year suburbs damascus daraya moadamiyeh al waer neighbourhood homs read also,1
date publication october intense bombing rebel held areas aleppo resumed uk mps consider whether investigate possible russian war crimes syria tags aleppo syria uk russia uk parliament bustan al qasr russian forces returned intense aerial bombardment rebel held eastern aleppo tuesday several days relative calm local residents said pretty calm previous days said abd abu al nasr resident aleppos bustan al qasr district told new arab morning pretty bad warplanes cannon artillery shelling neighbourhood least eight died including two children bombing still around us warplanes still flying syrian observatory human rights confirmed reports bombing local journalist zouhir al shimale placed death toll air raids another resident living citys ferdous neighbourhood reported bombing hit area close sprawling residential area following attack local schools shops closed last week syrian regime russian ally appeared scale air raids aleppo hundreds killed week intense bombing according syrian regime lull violence allow civilians escape rebel held neighbourhoods damascus claimed opposition fighters city allowed leave families put weapons opposition groups dismissed offer trickery syrian regime made key aim recapturing aleppo stronghold anti assad sentiments russia carried airstrikes city recently built forces syria following collapse recent ceasefire broke following bombing aid convoy moscows air campaign syria drawn heavy international criticism including accusations war crimes tuesday uk parliament convened emergency debate humanitarian situation aleppo meeting saw several british lawmakers call alleged russian war crimes investigated case russia syria clear backed firm evidence uk government must add weight calls already made france us icc international criminal court investigation said welsh nationalist mp hywel williams plaid cymru voted bombing syria told bombing would carefully controlled exclude danger civilians clear neither russia syria taking precautions indeed seems though specifically target civilians taking icc actions would therefore consistent uk policy air strikes read also,1
date publication october shelling west aleppo left people dead friday reports armed clashes pro regime opposition forces several neighbourhoods war torn city tags syria aleppo un de mistura fatah al sham eleven people including woman child killed syrian rebel shelling regime held neighbourhood aleppo friday another people injured critically attack jameliaiah west aleppo according syrian observatory human rights death toll expected rise elsewhere syrian observatory reported air raids taken place al inzarat rebel held neighbourhood east aleppo numerous towns aleppo countryside including urum al kubra deadly attack aid convoy took place september clashes also broke several districts aleppo pro regime forces started offensive advancing salahuddin bureij thursday syrian president bashar al assad issued ultimatum rebels east aleppo stating unless agreed reconciliation deal pro regime forces would continue fight rebels leave aleppo theres option assads comments made interview danish broadcaster tv came following earlier statement thursday staffan de mistura uns envoy syria pleaded al qaeda linked fatah al sham leave east aleppo continued presence fatah al sham aleppo used justification syrian regime russian backers ongoing bombardment city activists syrians say fatah al shams presence city minimal group used pretext russia carpet bomb civilian areas hit citys infrastructure speaking thursday de mistura said fighting continued aleppo current pace historic city would totally destroyed end year read also,1
date publication october air raid hit village controlled group killing civilians including three children close area turkish forces advancing tags syria islamic state group three children among least civilian killed air raid village held islamic state group northern syria wednesday syrian observatory human rights said unclear carried strike took place area rebels backed turkish forces advancing turkey began operation inside syria dubbed operation euphrates shield august ankara said targeting also kurdish peoples protection units ypg turkey considers terrorist group despite common opposition according observatory strike hit village thalthana northern aleppo province thalthana lies near key stronghold al bab km southeast held dabiq turkish backed rebels pushing towards recent days dabiq holds symbolic importance belief prophecy states site apocalyptic battle muslims christians read also,1
date publication october bomber blew late monday village tall tawil hassakeh province kurdish party official getting married tags syria hassakeh kurds suicide attack sdf islamic state suicide bomber struck wedding northeast syria bride groom exchanging vows killing people wounding dozens bomber blew late monday village tall tawil hassakeh province kurdish party official getting married rows seats wedding hall still covered blood tuesday morning according afp photographer scene bride groom exchanging vows saw man wearing thick black jacket pass beside witness named ahmad said thought looked strange seconds later enormous explosion people fallen ground saw bodies torn bits people wounded according medical source city gave updated toll syrian observatory human rights british based monitoring group gave slightly lower toll people killed islamic state group said statement one fighters fired large gathering kurdish fighters near city blowing claim mention wedding said people killed groom bride safe grooms father brother killed attack relative told afp grooms wounds light new wife staying relatives home doesnt want see anyone said really shaken groom zaradesht mustafa fatimi hails prominent family deeply involved autonomous administration run kurdish factions syrias north according official autonomous administration fatimi works local kurdish party observatory said also member syrian democratic forces arab kurdish coalition battling northern syria hassakeh city almost entirely held kurdish forces syrias regime still holds districts city often targeted militants,0
date publication october least people killed monday attack targeting wedding party northeastern syrian province hassakeh syrian observatory human rights medics said tags syria hassakeh kurds suicide attack sdf islamic state suicide bomber killed least people monday attack targeting party northeastern syrian province hassakeh syrian observatory human rights medics said suicide bomber blew inside hall tall tawil village wedding member syrian democratic forces killing least civilians observatory chief rami abdel rahman told afp sdf arab kurdish coalition battling islamic state group northern syria witness named ahmad wounded head blast described moment bomber struck bride groom exchanging vows saw man wearing thick black jacket pass beside said thought looked strange seconds later enormous explosion people fallen ground saw bodies torn bits observatory local kurdish officials initially said groom among dead one relatives told afp bride groom safe well hospital source hassakeh city said dead dozens wounded source asayesh security forces self administered kurdish territories also said suicide bomber blown wedding hall kilometres miles north hassakeh said statement one fighters fired large gathering kurdish fighters near hassakeh city blowing claim mention wedding said people killed islamic state group often targeted kurdish controlled city read also,1
date publication october attack clinic managed qatar red crescent society killed two patients injured eight others left building percent damaged tags qatar qrcs syria aleppo msf hospitals airstrikes attack clinic serving thousands syrians aleppo left two patients dead eight others injured qatar red crescent society qrcs announced two patients killed eight injured due four bombs dropped helicopter qrcs medical facility charity said statement managed qrcs health centre al sakhoor area went service due percent damage building result bombing saturday local ambulance medical facilities supported international ngos also affected attack charity condemned attack called international community intervene put end direct attacks medical health facilities syria dr hashem darwish head qrcss health program turkey described attack war crime violation international accords recognise importance protecting red cross red crescent national societies humanitarian aid organisations areas conflict medical facilities humanitarian professionals syria spared deadly scourge five year conflict ongoing attacks hospitals aid convoys left hundreds dead others injured airstrikes targeting un arab red crescent aid convoy aleppo suburb orum al kubra last month signalled end us russian brokered ceasefire syria consequent bombardment syrian regime russian warplanes rebel held districts east aleppo seen two hospitals rendered service last week friday doctors without borders msf released statement demanding syrian regime international allies stop bombing campaigns city two patients killed eight injured due four bombs dropped helicopter qrcs medical facility qrcs september directorate health east aleppo reported hospitals still functioning area received wounded dead bodies least children last week msfs international president condemned united nations failing take action hospital bombings syria desperately needed health facilities horrifically transformed places death dr joanne liu told un security council wednesday addressing council liu said resolution passed may members protect civilians medical services need survive plainly failed take effect ground endeavor failed due lack political among member states fighting coalitions enable said waiting make pledges operational read also,0
date publication october russian syrian regime war planes bombed refugee camp inside rebel held idlib province killing five women child tags idlib syria refugee camp russian war planes air raid syrian regime five women child killed russian syrian regime war planes targeted refugee camp rebel stronghold idlib province bombs missiles struck camp situated southern idlib province close village al khwyn victims thought refugees elsewhere syria fled rebel stronghold idlib frequent bombing regime russian war planes seen numerous massacres idlib province included refugee camps may suspected russian air raid sarmada refugee camp idlib province left dozens dead un said unlikely attack accident bombing could amount war crime last month nearly syrian civilians killed syrian network human rights claimed including children women mostly air raids regime russian forces violated human rights law guarantee right life syrian network human rights commented aleppo also witnessed massive air raids recent weeks one ferocious aerial assaults since start war hundreds civilians killed since breakdown ceasefire last month russian war planes killed civilians since first intervened syria year ago read also,0
date publication september airstrikes aleppo province killed least red crescent sarc volunteers monday including senior official well number civilians local sources said tags syria assad us russia ceasefire aleppo suspected syrian regime russian airstrikes aleppo province killed least red crescent sarc volunteers including senior official well killing injuring number civilians local sources said late monday strikes also damaged trucks carrying supplies attack later confirmed un renewed regime bombardment rebel held parts aleppo broken earlier new arab described sources relentless follows collapse fragile ceasefire place since monday russian warplanes targeted international aid convoy escorted sarc killing volunteers local activist mohammad al halabi told new arab halabi confirmed dead included sarcs chief aleppo province according reuters aid convoy struck traveling orem aleppo governorate agency quoted united nations spokesman late monday spokesman could confirm airstrike syrian russian warplanes bombed aid trucks near aleppo late monday fragile week long ceasefire ended syrian observatory human rights also reported aid convoy least ten trucks believed carrying tonnes much needed humanitarian supplies food un reports suggest aircraft doubled back attacking convoy targeted rescue workers arriving scene syrias army announces end freeze fighting began pm gmt september accordance us russia agreement regime renews onslaught elsewhere airstrikes targeted least five neighbourhoods rebel held east aleppo city syrian regime declared end ceasefire bombing monday evening trapped civilians destroyed buildings white helmets civil defence volunteers searching survivors rubble resident told new arab artillery shelling also reported south city freeze fighting brokered united states russia lasted week syrias armed forces monday blamed rebel groups failure syrias army announces end freeze fighting began pm gmt september accordance us russia agreement statement carried state news agency sana said said rebel groups commit single element deal contributor new arab based aleppo reported least five regime air raids space ten minutes around pm long end ceasefire announced truce come force evening september main battlefronts subsequently saw marked reduction violence clashes broke late last week central provinces hama homs well east damascus deal strained us led coalition strikes syrian army positions east killed dozens government soldiers washington said intentional sunday cessation hostilities hanging thread fresh wave air raids hit rebel held districts battleground city aleppo killing one woman images sent east aleppo earlier monday journalist zouhir al shimale show eerily deserted streets syrian armed forces declared end ceasefire zouhir told new arab residents regime siege despite ceasefire see clear vision near future city two hours later bombing began earnest agencies contributed read also,1
date publication september two civilians including child killed aleppo city first deaths reported areas covered us russian brokered ceasefire since began week tags syria aleppo ceasefire truce civilian casualties sniper fire adult child killed syrias aleppo city first deaths areas covered us russian brokered ceasefire since began week mohammad alaa mesouti killed rebel held area thursday child whose name yet released killed regime held area divided city local activists monitoring groups said regime snipers positioned al izaa district fired besieged zabadieh district killing civilian mohammad alaa mesouti wounding three others media activist mohammad al halabi told new arab halabi added two civilians wounded bustan al qasr district regime troops shot rebel held neighbourhood opposition source said first civilian casualty aleppo since cessation hostilities took effect three days ago syrian observatory human rights confirmed civilian casualty rebel held aleppo adding child also killed regime held al masharfeh district city sniper fire thursday civilians including nine children killed regime air raids town eastern syria held islamic state group truce include areas former al qaeda affiliate jabhat fath al sham present us president barack obama meet security aides friday amid deep unease ceasefire deal barely week since us russia agreed halt bombing let humanitarian aid aleppo deals shaky implementation looks set dominate meeting ostensibly countering agreement somewhat quieted bombs syrias second city aid convoys allowed reach roughly civilians besieged regime forces rebel held east basic resources rebel held east aleppo beginning run low according new arabs correspondent city people running fuel scarce options market buy every day people think aid convoys going enter bring relief reported zouhir al shimale read also,1
date publication september syrian air raids targeted several civilian sites area outside ceasefire zone killing nine children others local activists reported tags syria syrian network human rights syrian observatory human rights isis al mayadin deir az zour missile strikes schools urban areas killed syrian civilians thursday activists reported friday morning airstrikes hit school bakery castle small town al mayadin near deir az zour area outside agreed ceasefire zone tweeted syrian network human rights regime aircraft believed responsible attacks area believed held islamic state group fighters syrian observatory human rights sohr referenced seven local sources saying majority casualties occurred regime forces attacked school used shelter families displaced fighting spokesperson uk based monitor said organisation longer collected photographic evidence militants killed one activists taking photos syrian regime withdrew number fighter planes airbase al qamishli north east syria monday united states issued serious threats damascus,1
date publication september aerial bombardment residential neighbourhood controlled syrias rebels killed least five civilians sunday world anticipates implementation ceasefire tags syria airstrikes truce ceasefire assad rebels aleppo least five civilians killed aerial bombardment targeting rebel controlled neighbourhood east aleppo sunday opposition continued mull us russia truce deal due take effect monday dozens injured government helicopters targeted residential area activist mansoor hussain told new arab noting qabr al engleezi also hit warplanes reports come day civilians killed regime bombardment idlip aleppo five others killed outskirts capital people shopping eid al adha next week toll high said observatory head rami abdel rahman saturdays strikes sohr added many wounded severe condition many others remain unaccounted likely increase death toll army conquest led fateh al sham front changed name al nusra front renouncing ties al qaeda regularly bombarded pro government forces close people killed since syrias conflict first erupted march several attempts securing long lasting truce faltered state news agency sana saturday reported syrian president bashar al assads government approved agreement brokered us russia key regime ally iran welcomed plan sunday called comprehensive monitoring truce particularly along syrias volatile borders continuation sustainability ceasefire relies creation comprehensive monitoring mechanism particular control borders order stop dispatch fresh terrorists well weapons financial resources terrorists said syrias main opposition group high negotiations committee brings together political dissidents armed rebel factions yet formally respond read also,0
date publication september least civilians killed regime airstrikes hama thursday rebels launched offensive retake parts central province tags syria hama airstrikes civilian casualties maardes jund al aqsa jaish al fatah least civilians killed government airstrikes syrias central province hama government forces responded major rebel offensive area according uk based syrian observatory human rights sohr deaths occurred overnight raids road near town latamina syrian state media claimed government forces killed terrorists concentrated strikes area hamas recent upsurge violence follows launch major offensive western backed free syrian army rebel groups including jaish al fatah jund al aqsa push regime forces central province sohr also reported rebel gains made hama rebels seized control villages four days gains predominantly north hama province including towns suran halfaya kilometres hama airport said sohrs director rami abdel rahman hama city briefly rebel hands start syrias revolution subject siege regime later recaptured city city also centre islamist uprising brutally supressed syrian army many people mostly civilians dying bombardment read also,0
